species,wav_air,excit_pot,vmic,log_gf,rad,stark,waals,lande,depth
Mn 2,3017.6535,4.6881,1.0,-2.057,8.43,-6.56,-7.87,1.45,0.052
Er 2,3017.745,0.8462,1.0,-0.327,0.0,0.0,0.0,1.67,0.075
Cr 2,3017.7637,4.4151,1.0,-1.186,8.45,-6.53,-7.765,1.49,0.572
Cr 2,3017.7646,6.1452,1.0,-0.905,8.82,-5.69,-7.417,1.45,0.072
Fe 1,3017.8559,2.998,1.0,-1.309,7.65,-4.24,-7.29,0.77,0.933
Pt 1,3017.878,1.6733,1.0,-0.75,0.0,0.0,0.0,1.13,0.059
Ni 1,3017.9481,1.9354,1.0,-1.778,7.67,-4.59,-7.49,1.39,0.918
Os 1,3018.036,0.0,1.0,-0.72,0.0,0.0,0.0,1.16,0.472
Fe 1,3018.1351,2.4041,1.0,-1.67,8.05,-6.09,-7.638,1.09,0.949
Ti 2,3018.1358,5.6379,1.0,-0.029,8.81,-5.71,-7.69,0.84,0.05
Fe 2,3018.2122,4.1493,1.0,-3.286,8.52,-6.53,-7.893,1.03,0.185
Fe 1,3018.2466,2.5592,1.0,-2.224,7.82,-4.82,-7.52,1.47,0.905
Nd 2,3018.332,1.2512,1.0,0.12,0.0,0.0,0.0,0.22,0.098
Zn 1,3018.355,4.0061,1.0,-1.833,0.0,0.0,0.0,99.0,0.225
Cr 1,3018.491,0.9684,1.0,-0.44,8.28,-5.41,-7.53,1.98,0.97
Ca 1,3018.5787,1.8989,1.0,-1.395,6.69,-2.33,-6.44,1.17,0.885
Ca 1,3018.6707,1.8989,1.0,-2.133,6.7,-2.34,-6.44,1.33,0.65
Fe 1,3018.6984,2.8512,1.0,-2.846,7.45,-4.41,-7.35,1.18,0.604
Ca 1,3018.7117,1.8989,1.0,-3.297,6.72,-2.33,-6.44,2.0,0.085
Cr 1,3018.7131,2.5446,1.0,-2.02,7.79,-4.51,-7.49,0.53,0.098
Cr 1,3018.818,0.9829,1.0,-0.65,8.22,-5.35,-7.52,1.78,0.964
OH 1,3018.8235,1.3982,1.0,-2.078,0.0,0.0,0.0,99.0,0.139
Fe 1,3018.9828,0.9582,1.0,-1.007,8.78,-5.79,-7.499,1.25,0.993
Ni 1,3019.1433,0.0,1.0,-1.33,8.08,-6.16,-7.78,1.34,0.993
Fe 1,3019.2221,3.283,1.0,-1.553,7.72,-3.37,-7.17,1.42,0.894
Fe 1,3019.2456,3.241,1.0,-1.073,7.86,-3.39,-7.14,1.47,0.931
Ca 1,3019.2579,1.8858,1.0,-2.835,6.21,-2.63,-6.54,1.75,0.233
Fe 1,3019.2875,2.4534,1.0,-1.456,8.04,-6.08,-7.79,0.87,0.955
Fe 1,3019.3218,2.998,1.0,-2.257,7.65,-4.42,-7.29,1.96,0.824
Sc 1,3019.351,0.0209,1.0,-0.022,8.21,-5.75,-7.538,1.08,0.777
Os 1,3019.372,0.7149,1.0,-0.97,0.0,0.0,0.0,1.68,0.07
Mn 2,3019.7182,6.5282,1.0,-0.393,8.63,-6.48,-7.87,1.08,0.062
Zr 2,3019.832,0.039,1.0,-1.13,0.0,0.0,0.0,1.11,0.838
OH 1,3019.8911,1.2532,1.0,-2.023,0.0,0.0,0.0,99.0,0.206
Mn 2,3019.9271,4.31,1.0,-0.36,8.44,-6.59,-7.88,1.09,0.802
Fe 1,3019.9325,3.3014,1.0,-1.537,8.03,-3.71,-7.26,0.97,0.893
Si 1,3020.0041,0.0277,1.0,-4.984,3.31,-6.42,-7.84,1.75,0.968
Fe 2,3020.0044,4.0803,1.0,-3.055,8.6,-6.53,-7.893,0.17,0.314
Fe 1,3020.138,3.0173,1.0,-2.647,7.33,-4.36,-7.29,1.37,0.631
Ca 1,3020.2319,1.8793,1.0,-2.177,6.61,-2.54,-6.52,0.5,0.637
Zr 2,3020.452,0.5267,1.0,-0.56,0.0,0.0,0.0,1.1,0.856
Fe 1,3020.4905,0.0873,1.0,-0.862,8.29,-6.16,-7.699,1.5,0.995
Lu 2,3020.5412,1.5418,1.0,-0.34,0.0,0.0,0.0,1.49,0.057
Fe 1,3020.5593,2.9398,1.0,-3.199,7.33,-4.32,-7.33,1.48,0.32
Fe 1,3020.5774,2.8654,1.0,-3.897,7.33,-4.35,-7.34,1.31,0.094
Fe 1,3020.6387,0.0,1.0,-0.03,8.29,-6.16,-7.711,1.5,0.995
V 2,3020.6617,1.6855,1.0,-0.818,8.26,-6.46,-7.87,1.95,0.83
Fe 1,3020.6637,2.6085,1.0,-3.086,7.68,-4.34,-7.47,1.27,0.604
Cr 1,3020.668,0.9684,1.0,-0.35,8.61,-5.92,-7.574,0.75,0.972
Cr 1,3020.684,3.8876,1.0,-0.733,8.47,-2.59,-6.7,1.22,0.106
Fe 1,3020.6927,3.0173,1.0,-3.737,7.34,-4.64,-7.32,1.25,0.096
Fe 1,3020.6972,3.241,1.0,-2.226,7.67,-3.45,-7.11,1.66,0.743
Fe 1,3020.7133,2.6924,1.0,-2.935,7.82,-6.22,-7.78,1.59,0.649
Fe 1,3020.801,3.274,1.0,-3.23,8.61,-5.23,-7.49,1.23,0.163
Fe 1,3020.9172,3.2515,1.0,-3.221,7.22,-4.13,-7.11,1.78,0.174
Mn 2,3020.9656,4.6926,1.0,-1.745,8.43,-6.56,-7.87,1.15,0.107
Fe 1,3021.0724,0.0516,1.0,-0.36,8.3,-6.16,-7.705,1.5,0.995
OH 1,3021.2794,1.4009,1.0,-2.099,0.0,0.0,0.0,99.0,0.137
Fe 2,3021.3869,4.1536,1.0,-3.128,8.52,-6.53,-7.893,1.1,0.25
Fe 2,3021.4171,3.3866,1.0,-2.504,8.49,-6.52,-7.893,0.57,0.832
Fe 1,3021.5588,3.6946,1.0,-2.95,8.34,-3.05,-7.06,1.12,0.126
Cr 1,3021.559,1.03,1.0,0.61,8.59,-5.94,-7.563,1.2,0.987
Mn 1,3021.631,4.1938,1.0,-0.747,8.33,-3.82,-7.19,1.58,0.118
Ni 1,3021.7203,1.9508,1.0,-3.111,8.13,-5.11,-7.7,1.27,0.387
Mn 2,3021.7217,4.31,1.0,-1.263,8.44,-6.57,-7.87,1.12,0.439
V 1,3021.771,1.3763,1.0,-1.041,8.11,-6.06,-7.7,0.9,0.052
OH 1,3021.8642,1.1905,1.0,-2.15,0.0,0.0,0.0,99.0,0.178
Zr 2,3022.035,0.7578,1.0,-1.6,0.0,0.0,0.0,1.26,0.184
Co 1,3022.094,3.0665,1.0,-1.27,7.6,-4.79,-7.34,1.44,0.091
Cr 1,3022.1164,2.9151,1.0,-1.961,7.47,-6.1,-7.79,1.48,0.056
V 2,3022.1474,2.3763,1.0,-1.981,8.41,-6.47,-7.86,0.32,0.059
Fe 1,3022.157,3.3009,1.0,-3.386,7.4,-3.86,-7.16,1.12,0.111
Fe 1,3022.2597,2.1759,1.0,-3.738,7.25,-4.77,-7.48,1.77,0.445
OH 1,3022.3355,1.4271,1.0,-1.749,0.0,0.0,0.0,99.0,0.261
Co 1,3022.3532,1.7104,1.0,-1.837,7.97,-6.27,-7.81,0.99,0.392
Fe 1,3022.3663,3.241,1.0,-1.828,7.79,-3.57,-7.14,1.62,0.864
Ti 1,3022.4779,1.8792,1.0,-1.446,7.3,-3.78,-7.33,1.1,0.066
V 2,3022.586,1.6752,1.0,-0.84,8.24,-6.46,-7.87,2.39,0.826
OH 1,3022.5905,1.3506,1.0,-2.6,0.0,0.0,0.0,99.0,0.053
Ti 2,3022.6358,4.3083,1.0,-0.19,8.86,-5.69,-7.69,1.11,0.365
Fe 1,3022.7119,2.6085,1.0,-3.624,8.35,-4.97,-7.5,1.18,0.267
Mn 1,3022.7438,3.1325,1.0,0.073,7.99,-6.18,-7.83,1.11,0.891
Fe 1,3023.3424,3.0469,1.0,-3.581,7.98,-5.72,-7.73,0.86,0.123
Fe 1,3023.4393,3.2112,1.0,-2.97,7.78,-4.17,-7.27,1.37,0.3
Fe 1,3023.5859,3.3009,1.0,-2.922,7.39,-3.76,-7.26,1.19,0.28
Co 1,3023.5863,1.9557,1.0,-2.264,7.94,-6.11,-7.8,1.47,0.105
Ti 2,3023.6685,4.2828,1.0,0.1,8.86,-5.69,-7.69,0.89,0.535
Ni 1,3023.7211,1.9354,1.0,-2.558,7.4,-4.66,-7.47,0.71,0.752
Cr 1,3023.7846,3.1128,1.0,-1.163,8.21,-4.8,-7.57,1.83,0.193
Fe 2,3023.8359,3.8887,1.0,-2.646,8.47,-6.53,-7.892,0.53,0.63
V 2,3023.8898,2.0498,1.0,-0.965,8.24,-6.51,-7.86,1.06,0.606
OH 1,3023.9895,0.3537,1.0,-3.527,0.0,0.0,0.0,99.0,0.057
Mn 1,3023.9938,2.1427,1.0,-3.053,7.29,-6.17,-7.78,0.85,0.055
Fe 1,3024.0324,0.1101,1.0,-1.476,6.88,-6.13,-7.663,1.49,0.994
Cr 2,3024.1588,6.1628,1.0,-0.979,8.81,-5.69,-7.417,1.44,0.061
Fe 1,3024.2255,3.241,1.0,-1.836,7.76,-3.95,-7.28,1.39,0.863
Fe 1,3024.2364,3.3009,1.0,-3.679,7.27,-4.16,-7.32,1.01,0.06
OH 1,3024.2428,1.3792,1.0,-2.524,0.0,0.0,0.0,99.0,0.058
Fe 1,3024.3344,3.3009,1.0,-2.66,7.44,-4.3,-7.29,1.11,0.435
Cr 1,3024.3482,0.9829,1.0,-0.061,8.26,-5.38,-7.572,1.63,0.978
Fe 1,3024.4201,3.3014,1.0,-2.915,7.27,-3.79,-7.33,1.18,0.283
Fe 1,3024.5649,2.998,1.0,-3.606,7.26,-4.29,-7.33,3.37,0.128
Bi 1,3024.635,1.914,1.0,1.35,0.0,0.0,0.0,1.21,0.259
Cr 1,3024.6611,2.9674,1.0,-0.735,8.11,-5.85,-7.74,0.66,0.508
Fe 1,3024.6889,3.3014,1.0,-3.174,7.44,-4.3,-7.29,0.31,0.172
Nb 2,3024.7316,1.3435,1.0,-0.18,0.0,0.0,0.0,1.08,0.097
Fe 1,3024.7473,3.2657,1.0,-2.271,7.8,-4.59,-7.26,0.84,0.707
Fe 1,3024.7991,2.9398,1.0,-2.147,7.4,-3.77,-7.33,0.65,0.864
Ca 1,3024.9497,1.8858,1.0,-1.841,6.59,-2.54,-6.52,1.0,0.797
V 2,3024.9814,2.3722,1.0,-0.557,8.46,-6.49,-7.86,1.15,0.661
Ca 1,3024.9991,1.8858,1.0,-2.302,6.61,-2.54,-6.52,1.0,0.55
Fe 1,3025.0,3.3009,1.0,-3.584,7.28,-4.06,-7.24,0.99,0.072
OH 1,3025.0094,1.4303,1.0,-1.777,0.0,0.0,0.0,99.0,0.245
Ti 1,3025.0573,0.8995,1.0,-1.91,8.06,-6.12,-7.68,1.08,0.18
Zr 2,3025.164,1.208,1.0,-1.2,0.0,0.0,0.0,1.49,0.169
Fe 1,3025.2493,3.3014,1.0,-2.646,7.15,-4.35,-7.23,0.98,0.444
Cr 1,3025.2579,3.0106,1.0,-1.023,8.28,-5.17,-7.56,1.13,0.302
Fe 1,3025.2781,3.2515,1.0,-3.045,7.3,-3.6,-7.33,1.65,0.246
Fe 1,3025.2795,0.9146,1.0,-2.688,6.87,-6.26,-7.87,1.55,0.975
Hf 2,3025.286,1.0367,1.0,-0.63,0.0,0.0,0.0,1.72,0.077
OH 1,3025.3532,1.195,1.0,-2.199,0.0,0.0,0.0,99.0,0.156
Fe 1,3025.4,3.3014,1.0,-3.525,7.29,-4.61,-7.28,0.9,0.082
Cr 1,3025.403,0.9829,1.0,0.0,8.61,-5.92,-7.68,1.39,0.979
Fe 1,3025.5622,3.4149,1.0,-3.535,8.58,-4.76,-7.25,1.74,0.063
Dy 2,3025.588,0.5382,1.0,-0.61,0.0,0.0,0.0,0.98,0.096
Fe 1,3025.6362,2.4041,1.0,0.019,8.1,-6.08,-7.79,1.17,0.987
Zr 2,3025.707,0.9718,1.0,-1.0,0.0,0.0,0.0,1.43,0.375
OH 1,3025.7532,0.2999,1.0,-3.506,0.0,0.0,0.0,99.0,0.066
Cr 1,3025.8015,2.9872,1.0,-1.869,8.22,-5.79,-7.71,1.51,0.056
Fe 1,3025.8422,0.1213,1.0,-0.844,8.3,-6.16,-7.696,1.49,0.995
Cr 1,3025.8815,3.5505,1.0,-0.648,8.34,-5.08,-7.66,1.22,0.234
Er 2,3025.954,1.701,1.0,0.893,0.0,0.0,0.0,0.86,0.18
Fe 2,3025.989,3.8916,1.0,-3.399,8.47,-6.53,-7.892,1.07,0.232
Dy 2,3026.16,0.0,1.0,-0.98,0.0,0.0,0.0,0.99,0.134
OH 1,3026.2216,1.6909,1.0,-1.609,0.0,0.0,0.0,99.0,0.209
Fe 1,3026.2343,3.283,1.0,-2.798,7.72,-3.78,-7.12,1.94,0.358
Co 1,3026.3719,1.8826,1.0,-0.569,8.11,-6.23,-7.77,0.83,0.899
Cr 2,3026.3973,4.9202,1.0,-1.64,8.41,-6.43,-7.849,1.49,0.142
OH 1,3026.4387,1.4115,1.0,-2.46,0.0,0.0,0.0,99.0,0.06
Fe 1,3026.4618,0.9901,1.0,-1.122,8.78,-5.79,-7.494,1.0,0.992
Cr 1,3026.4742,2.9826,1.0,-1.721,8.23,-5.62,-7.69,1.12,0.077
Nd 2,3026.478,1.3747,1.0,0.41,0.0,0.0,0.0,0.15,0.151
Cr 2,3026.6392,4.4272,1.0,0.343,8.45,-6.53,-7.765,1.09,0.909
Cr 2,3026.7885,6.8052,1.0,-0.321,8.45,-6.44,-7.859,1.24,0.076
Cr 2,3026.8279,4.0116,1.0,-1.1,8.3,-6.57,-7.803,1.08,0.765
Fe 1,3026.9357,3.2657,1.0,-2.175,7.72,-3.98,-7.25,1.32,0.754
Fe 1,3027.0122,3.2671,1.0,-1.789,7.82,-3.96,-7.22,0.6,0.865
Fe 2,3027.3793,3.9442,1.0,-4.048,8.56,-6.59,-7.784,0.51,0.055
Fe 2,3027.4931,4.1536,1.0,-3.808,8.67,-6.53,-7.887,0.7,0.062
Cr 1,3027.5491,2.5443,1.0,-2.198,7.8,-4.51,-7.53,0.34,0.067
Dy 2,3027.564,1.5295,1.0,0.066,0.0,0.0,0.0,0.96,0.052
Fe 1,3027.5889,2.5592,1.0,-2.865,8.0,-4.64,-7.51,1.27,0.76
Gd 2,3027.601,0.1437,1.0,0.2,0.0,0.0,0.0,1.77,0.588
V 2,3027.6035,2.3757,1.0,-0.914,8.46,-6.45,-7.86,1.85,0.442
Fe 1,3027.7007,2.4534,1.0,-2.786,7.75,-4.76,-7.51,1.87,0.831
Fe 1,3027.8571,2.5881,1.0,-2.163,7.84,-5.47,-7.54,1.27,0.907
Pd 1,3027.91,0.9615,1.0,-0.56,0.0,0.0,0.0,1.12,0.337
OH 1,3027.9244,0.2504,1.0,-3.483,0.0,0.0,0.0,99.0,0.074
Fe 1,3028.0046,2.9398,1.0,-2.683,7.42,-4.18,-7.34,2.42,0.652
Zr 2,3028.045,0.9718,1.0,0.02,0.0,0.0,0.0,0.9,0.877
V 2,3028.0528,2.3763,1.0,-0.52,8.46,-6.47,-7.86,1.63,0.676
Cr 2,3028.1235,4.41,1.0,-0.186,8.4,-6.49,-7.854,0.87,0.862
Co 1,3028.1846,2.9577,1.0,-1.075,7.62,-4.84,-7.34,1.4,0.165
Er 2,3028.275,0.0,1.0,-1.02,0.0,0.0,0.0,1.14,0.1
OH 1,3028.2924,1.6932,1.0,-1.627,0.0,0.0,0.0,99.0,0.199
Nb 2,3028.441,0.4392,1.0,-0.2,0.0,0.0,0.0,1.41,0.48
Fe 1,3028.4682,3.0173,1.0,-2.405,7.68,-5.88,-7.69,1.17,0.761
Fe 1,3028.6811,3.0173,1.0,-3.611,7.17,-4.48,-7.27,1.4,0.119
Fe 1,3028.7436,3.0176,1.0,-3.324,7.68,-5.88,-7.69,1.04,0.218
Fe 1,3028.7488,2.5881,1.0,-3.471,6.51,-5.96,-7.8,1.77,0.357
Fe 1,3028.8293,3.2112,1.0,-2.927,8.32,-5.58,-7.43,1.33,0.32
Fe 1,3028.8712,3.2671,1.0,-1.404,8.26,-4.27,-7.28,1.13,0.907
Ca 1,3028.944,1.8989,1.0,-2.614,6.21,-2.63,-6.54,1.25,0.336
Gd 2,3028.977,0.6002,1.0,-0.579,0.0,0.0,0.0,1.92,0.058
Mn 2,3029.0456,5.3773,1.0,-0.368,8.82,-5.68,-7.66,1.31,0.394
OH 1,3029.0501,1.3313,1.0,-1.974,0.0,0.0,0.0,99.0,0.19
Fe 1,3029.0769,3.0385,1.0,-2.914,7.46,-4.64,-7.32,0.06,0.429
Fe 1,3029.0961,2.6085,1.0,-3.63,7.73,-4.56,-7.54,0.91,0.261
Cr 1,3029.161,0.9829,1.0,-0.99,8.28,-5.41,-7.573,1.02,0.95
OH 1,3029.2031,1.4478,1.0,-2.404,0.0,0.0,0.0,99.0,0.061
Au 1,3029.205,1.1358,1.0,-1.18,0.0,0.0,0.0,1.36,0.1
Fe 1,3029.2338,1.5574,1.0,-2.173,7.3,-6.22,-7.84,0.93,0.967
Ni 1,3029.3027,1.9508,1.0,-1.981,7.67,-4.59,-7.49,1.39,0.898
Mn 2,3029.4385,4.3284,1.0,-1.673,8.44,-6.57,-7.87,0.92,0.22
Zr 1,3029.52,0.1538,1.0,0.13,0.0,0.0,0.0,1.08,0.326
V 2,3029.5698,1.7037,1.0,-0.914,8.26,-6.46,-7.87,1.76,0.793
Fe 2,3029.6921,4.1493,1.0,-2.955,8.53,-6.53,-7.894,1.2,0.333
Ti 2,3029.7278,1.5718,1.0,-0.35,8.31,-6.44,-7.85,0.91,0.963
Fe 1,3029.7513,1.6079,1.0,-4.779,7.81,-6.09,-7.81,0.5,0.184
Ti 2,3029.8836,5.6473,1.0,0.226,8.81,-5.72,-7.69,1.12,0.086
Cr 1,3029.9139,2.9872,1.0,-1.551,8.19,-5.85,-7.72,1.47,0.107
Fe 1,3030.0242,3.241,1.0,-1.445,7.84,-3.92,-7.15,1.34,0.906
Cr 1,3030.0308,3.5561,1.0,-1.189,8.34,-5.08,-7.66,1.32,0.072
Fe 1,3030.1479,2.4327,1.0,-0.117,8.02,-5.23,-7.67,1.04,0.985
Cr 1,3030.244,1.0037,1.0,-0.06,8.6,-5.93,-7.569,1.37,0.977
Ce 2,3030.306,0.7215,1.0,-0.03,0.0,0.0,0.0,1.18,0.183
Dy 2,3030.4,0.1027,1.0,-1.234,0.0,0.0,0.0,1.08,0.067
OH 1,3030.4872,0.2051,1.0,-3.46,0.0,0.0,0.0,99.0,0.091
OH 1,3030.4906,1.2883,1.0,-2.554,0.0,0.0,0.0,99.0,0.068
Fe 1,3030.6035,2.2786,1.0,-2.564,7.71,-5.52,-7.66,0.69,0.901
Os 1,3030.691,0.6378,1.0,-0.68,0.0,0.0,0.0,1.66,0.159
Sc 1,3030.757,0.0209,1.0,-1.083,8.23,-5.75,-7.542,1.03,0.161
Fe 1,3030.7621,2.9904,1.0,-2.649,7.92,-6.12,-7.79,0.4,0.644
OH 1,3030.8354,1.2438,1.0,-2.117,0.0,0.0,0.0,99.0,0.171
Zr 2,3030.919,0.0,1.0,-1.04,0.0,0.0,0.0,0.6,0.873
OH 1,3030.96,1.4177,1.0,-2.491,0.0,0.0,0.0,99.0,0.06
Fe 1,3030.9637,2.2786,1.0,-3.607,7.72,-4.94,-7.49,1.32,0.469
V 1,3030.9981,1.3505,1.0,-0.512,8.29,-5.14,-7.67,0.91,0.164
Ti 1,3031.0227,1.0666,1.0,-1.981,8.38,-5.32,-7.63,0.47,0.113
Mn 2,3031.0505,4.31,1.0,0.117,8.43,-6.57,-7.87,1.05,0.874
Yb 2,3031.1121,0.0,1.0,-1.47,0.0,0.0,0.0,0.58,0.628
Dy 2,3031.15,2.1123,1.0,0.637,0.0,0.0,0.0,1.23,0.058
Hf 2,3031.16,0.6081,1.0,-0.48,0.0,0.0,0.0,1.26,0.251
Dy 2,3031.197,2.0923,1.0,0.619,0.0,0.0,0.0,1.65,0.057
Fe 1,3031.213,2.4534,1.0,-0.162,8.08,-6.05,-7.79,0.81,0.984
Fe 1,3031.2657,3.2367,1.0,-2.928,8.8,-5.03,-7.62,1.95,0.308
Co 1,3031.2898,1.9557,1.0,-1.339,7.76,-5.48,-7.8,1.6,0.567
Er 2,3031.309,0.8462,1.0,-0.24,0.0,0.0,0.0,1.2,0.089
Fe 1,3031.3244,2.998,1.0,-1.389,7.56,-3.69,-7.3,1.75,0.928
OH 1,3031.3509,1.495,1.0,-1.724,0.0,0.0,0.0,99.0,0.246
Cr 1,3031.352,0.9829,1.0,-1.04,8.61,-5.92,-7.574,2.25,0.948
Cr 2,3031.3694,3.8538,1.0,-1.73,8.38,-6.51,-7.871,0.81,0.563
Fe 1,3031.4759,2.5881,1.0,-2.262,7.87,-4.29,-7.54,1.35,0.898
Cr 1,3031.4821,2.9826,1.0,-0.608,8.19,-5.71,-7.71,0.89,0.582
Fe 1,3031.6365,1.0111,1.0,-1.244,8.78,-5.78,-7.491,-0.01,0.991
Cr 2,3031.6406,4.4148,1.0,-2.101,8.4,-6.49,-7.854,1.49,0.141
Fe 1,3031.6852,3.0469,1.0,-2.326,8.01,-6.06,-7.75,1.12,0.783
OH 1,3031.7057,1.3344,1.0,-2.001,0.0,0.0,0.0,99.0,0.182
Fe 1,3031.7183,2.998,1.0,-2.92,7.46,-4.65,-7.32,0.49,0.457
Fe 1,3031.8291,2.2227,1.0,-4.682,7.25,-4.72,-7.48,2.23,0.067
Fe 1,3031.853,3.417,1.0,-3.23,8.85,-4.93,-7.64,1.0,0.12
Ni 1,3031.8672,0.0,1.0,-1.81,7.81,-6.19,-7.782,1.24,0.99
V 2,3032.1878,2.3697,1.0,-1.218,8.49,-6.52,-7.86,0.84,0.273
Fe 1,3032.2279,3.0713,1.0,-2.548,7.56,-4.87,-7.27,1.86,0.656
Fe 1,3032.2419,2.5592,1.0,-2.892,7.95,-4.72,-7.45,1.32,0.747
Cr 1,3032.2541,3.8887,1.0,-0.407,8.47,-2.61,-6.71,1.22,0.203
Fe 1,3032.4066,3.3014,1.0,-3.166,6.88,-4.11,-7.1,1.16,0.176
Ni 2,3032.4554,2.8651,1.0,-2.886,8.62,-6.63,-7.92,1.21,0.644
Fe 1,3032.4702,3.2671,1.0,-2.649,7.22,-4.13,-7.11,0.07,0.466
OH 1,3032.5603,1.4878,1.0,-2.355,0.0,0.0,0.0,99.0,0.067
Cr 2,3032.6587,4.9202,1.0,-1.938,8.42,-6.5,-7.847,0.89,0.079
Nb 2,3032.762,1.3148,1.0,0.04,0.0,0.0,0.0,1.02,0.163
Fe 1,3032.7876,2.5881,1.0,-3.344,7.85,-4.57,-7.48,1.18,0.44
Gd 2,3032.844,0.0785,1.0,0.3,0.0,0.0,0.0,1.9,0.697
As 1,3032.846,2.312,1.0,-0.45,0.0,0.0,0.0,99.0,0.353
Cr 2,3032.917,2.7056,1.0,-1.313,0.0,0.0,-7.77,1.23,0.927
Fe 1,3032.9422,2.9398,1.0,-3.991,7.42,-4.51,-7.32,1.5,0.065
OH 1,3032.9857,1.5021,1.0,-2.062,0.0,0.0,0.0,99.0,0.119
Fe 1,3033.02,3.2657,1.0,-2.491,8.17,-4.12,-7.47,1.44,0.57
Fe 1,3033.098,2.4242,1.0,-1.662,8.23,-6.07,-7.76,1.1,0.948
OH 1,3033.1601,1.3053,1.0,-2.428,0.0,0.0,0.0,99.0,0.082
Dy 2,3033.195,1.9255,1.0,0.501,0.0,0.0,0.0,1.32,0.062
OH 1,3033.3521,1.4534,1.0,-2.433,0.0,0.0,0.0,99.0,0.061
OH 1,3033.4278,0.1642,1.0,-3.436,0.0,0.0,0.0,99.0,0.102
V 2,3033.4354,2.5247,1.0,0.62,8.31,-6.45,-7.87,1.02,0.907
Fe 2,3033.4427,5.8756,1.0,-1.429,8.85,-5.71,-7.416,2.15,0.326
Mn 2,3033.5487,4.3284,1.0,-2.369,8.44,-6.61,-7.88,1.16,0.056
Fe 1,3033.587,3.2657,1.0,-3.169,8.32,-3.62,-7.37,0.39,0.186
Mn 2,3033.5882,4.5086,1.0,-0.805,8.43,-6.47,-7.88,1.47,0.581
Fe 1,3033.7997,2.8316,1.0,-3.832,8.06,-6.09,-7.73,0.32,0.112
V 2,3033.8193,1.8171,1.0,0.255,8.28,-6.53,-7.87,1.03,0.937
OH 1,3033.9358,1.4981,1.0,-1.749,0.0,0.0,0.0,99.0,0.231
Cr 2,3034.0412,4.3836,1.0,-1.422,8.66,-6.46,-7.842,1.65,0.457
Gd 2,3034.051,0.0325,1.0,0.14,0.0,0.0,0.0,2.12,0.624
Sn 1,3034.115,0.2098,1.0,-0.68,0.0,0.0,0.0,1.5,0.606
OH 1,3034.1777,1.248,1.0,-2.163,0.0,0.0,0.0,99.0,0.152
Cr 1,3034.188,1.0037,1.0,-0.66,8.22,-5.35,-7.57,1.57,0.962
Fe 1,3034.1939,2.1979,1.0,-3.628,7.27,-6.11,-7.81,2.21,0.51
V 2,3034.3626,2.6013,1.0,-1.35,8.49,-6.49,-7.86,1.72,0.138
Ca 1,3034.3756,1.8793,1.0,-3.275,6.26,-2.84,-6.61,2.0,0.095
Co 1,3034.4321,0.1744,1.0,-2.1,7.2,-6.23,-7.713,1.21,0.933
Fe 1,3034.4839,1.6079,1.0,-2.419,7.8,-6.09,-7.81,1.19,0.956
Fe 1,3034.5351,2.998,1.0,-0.996,7.63,-4.3,-7.29,0.95,0.947
Ca 1,3034.5388,1.8989,1.0,-1.589,6.57,-2.54,-6.52,1.17,0.856
Cr 2,3034.5395,3.8581,1.0,-1.068,8.38,-6.54,-7.874,0.91,0.811
Fe 1,3034.5941,3.0385,1.0,-1.841,7.63,-4.44,-7.3,1.82,0.89
Co 2,3034.6625,3.7898,1.0,-1.217,8.72,-6.54,-7.89,0.78,0.173
Ca 1,3034.6724,1.8989,1.0,-2.319,6.59,-2.54,-6.52,1.33,0.529
Ca 1,3034.7222,1.8989,1.0,-3.478,6.61,-2.54,-6.52,2.0,0.06
Fe 2,3034.736,3.9034,1.0,-3.461,8.47,-6.53,-7.892,2.15,0.202
Mn 2,3034.8066,4.4975,1.0,-0.829,8.46,-6.47,-7.88,1.46,0.574
Cr 2,3034.9826,4.0423,1.0,-1.204,8.28,-6.58,-7.797,0.9,0.72
Fe 1,3035.2382,2.6085,1.0,-3.791,7.82,-5.13,-7.7,0.25,0.19
Fe 1,3035.2413,3.0713,1.0,-3.79,7.97,-5.69,-7.77,0.31,0.074
V 1,3035.3079,1.1834,1.0,-1.219,8.16,-5.34,-7.63,1.87,0.051
Co 1,3035.348,3.016,1.0,-1.2,7.58,-4.82,-7.34,1.38,0.113
Mn 2,3035.3595,4.3284,1.0,-0.072,8.44,-6.57,-7.87,0.98,0.847
OH 1,3035.4446,1.5048,1.0,-2.082,0.0,0.0,0.0,99.0,0.112
Cr 1,3035.5465,3.0133,1.0,-1.12,8.3,-5.13,-7.56,1.0,0.253
Fe 1,3035.7365,3.0385,1.0,-0.752,7.63,-4.05,-7.29,1.35,0.955
Fe 1,3035.7466,3.2112,1.0,-2.553,8.05,-4.16,-7.31,1.75,0.563
Zn 1,3035.777,4.0297,1.0,-1.358,0.0,0.0,0.0,99.0,0.475
Fe 1,3035.8422,3.3683,1.0,-3.285,7.72,-3.55,-7.11,1.39,0.117
Cu 1,3036.099,1.6422,1.0,-2.187,8.03,-6.2,-7.84,0.75,0.597
Cu 1,3036.099,1.6422,1.0,-2.383,0.0,0.0,0.0,0.75,0.461
Cu 1,3036.099,1.6422,1.0,-2.032,0.0,0.0,0.0,0.75,0.696
Er 2,3036.221,1.4022,1.0,0.618,0.0,0.0,0.0,0.74,0.181
OH 1,3036.2709,1.3261,1.0,-2.329,0.0,0.0,0.0,99.0,0.095
